,company,inches,ram,weight,price,new_screenreso,new_cpu,new_clockspd,new_gpu,new_OS,isTouchScrn,Memory,HDD,SSD
443,Lenovo,15.6,4,2.2,18594.72,1920x1080,Intel other Processor,1.1,Intel,Windows,0,128GB SSD,0,128
444,HP,15.6,8,2.2,58554.72,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
445,Dell,14.0,8,1.64,62817.12,1920x1080,Intel Core i5,2.8,Nividia,Windows,0,256GB SSD,0,256
446,Acer,15.6,4,2.4,23539.104,1366x768,Intel Core i5,2.5,Intel,Linux,0,500GB HDD,500,0
447,Dell,15.6,8,2.23,106187.04,1920x1080,Intel other Processor,3.0,Nividia,Windows,0,64GB Flash Storage +  1000 HDD,1000,0
448,MSI,15.6,8,2.2,54757.9872,1920x1080,Intel Core i5,2.5,Nividia,Windows,0,256GB SSD,0,256
449,Microsoft,13.5,16,1.25,137941.91999999998,2256x1504,Intel Core i7,2.5,Intel,Windows,1,512GB SSD,0,512
450,HP,15.6,8,1.91,31381.92,1366x768,Intel Core i5,2.5,Intel,Windows,0,128GB SSD,0,128
451,Dell,15.6,16,2.17,105228.0,1920x1080,Intel Core i7,2.7,Nividia,Windows,0,256GB SSD,0,256
452,HP,15.6,8,2.31,81731.52,1920x1080,Intel Core i7,2.9,Intel,Windows,0,512GB SSD,0,512
453,Lenovo,14.0,8,1.65,71661.59999999999,1920x1080,Intel Core i5,2.5,Intel,Windows,0,256GB SSD,0,256
454,Dell,15.6,8,2.36,52161.12,1920x1080,Intel Core i7,1.8,AMD,Windows,0,128GB SSD +  1000 HDD,1000,128
455,Dell,11.6,4,1.47,25521.12,1366x768,Intel other Processor,1.6,Intel,Windows,1,500GB HDD,500,0
456,Dell,17.3,8,4.42,109010.88,1920x1080,Intel Core i7,2.7,Nividia,Windows,0,1000 HDD,1000,0
457,Microsoft,13.5,4,1.252,52693.92,2256x1504,Intel other Processor,2.2,Intel,Windows,1,128GB SSD,0,128
458,Microsoft,13.5,8,1.25,95850.72,2256x1504,Intel Core i7,2.5,Intel,Windows,1,256GB SSD,0,256
459,HP,17.3,8,2.5,34093.872,1600x900,Intel Core i3,2.0,Intel,Windows,0,256GB SSD,0,256
460,Acer,15.6,4,2.23,28984.32,1920x1080,Intel Core i3,2.0,Nividia,Windows,0,1000 HDD,1000,0
461,Acer,11.6,4,1.4,23176.8,1366x768,Intel other Processor,1.6,Intel,Windows,0,128GB SSD,0,128
462,Asus,15.6,8,2.37,39906.72,1920x1080,Intel Core i5,2.5,Intel,Windows,0,1000 HDD,1000,0
463,Lenovo,14.0,8,1.5,42570.72,1920x1080,Intel Core i7,2.7,AMD,Other,0,512GB SSD,0,512
464,Lenovo,15.6,8,2.67,111355.2,1920x1080,Intel Core i7,2.9,Nividia,Windows,0,256GB SSD,0,256
465,Asus,15.6,4,2.0,16197.12,1366x768,Intel other Processor,1.1,Intel,Windows,0,500GB HDD,500,0
466,Acer,15.6,4,2.2,24988.32,1366x768,Intel Core i3,2.0,Nividia,Windows,0,500GB HDD,500,0
467,Dell,15.6,8,2.02,40439.52,1920x1080,Intel Core i5,1.6,AMD,Windows,0,2000 HDD,2000,0
468,HP,17.3,12,3.78,90522.72,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,1000 HDD,1000,0
469,Lenovo,14.0,12,1.4,98994.24,2560x1440,Intel Core i7,2.6,Intel,Windows,0,256GB SSD,0,256
470,HP,13.3,8,1.29,106506.72,3840x2160,Intel Core i7,1.8,Intel,Windows,1,512GB SSD,0,512
471,HP,15.6,8,1.9,61485.12,1920x1080,Intel Core i5,2.5,AMD,Windows,0,500GB HDD,500,0
472,Google,12.3,8,1.1,67932.0,2400x1600,Intel Core i5,1.2,Intel,Other,1,128GB SSD,0,128
473,Dell,13.3,8,1.42,98133.76800000001,1920x1080,Intel Core i5,1.6,Intel,Windows,1,256GB SSD,0,256
474,Asus,15.6,12,2.06,69210.72,3840x2160,Intel Core i7,2.6,Intel,Windows,0,128GB SSD +  1000 HDD,1000,128
475,Dell,14.0,8,1.79,39427.2,1366x768,Intel Core i3,2.3,Intel,Windows,0,128GB SSD,0,128
476,Dell,15.6,8,1.78,128298.24,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,256GB SSD,0,256
477,Lenovo,14.0,8,1.7,72673.92,1920x1080,Intel Core i5,2.5,Intel,Windows,0,180GB SSD,0,180
478,Dell,15.6,8,2.2,35964.0,1920x1080,Intel Core i5,1.6,AMD,Windows,0,1000 HDD,1000,0
479,Toshiba,13.3,8,1.05,89084.16,1920x1080,Intel Core i5,2.5,Intel,Windows,0,256GB SSD,0,256
480,Dell,15.6,8,2.16,67239.36,1920x1080,Intel Core i7,1.8,Nividia,Windows,0,512GB SSD,0,512
481,Dell,15.6,4,2.18,31254.048,1366x768,Intel Core i3,2.4,Intel,Windows,0,1000 HDD,1000,0
482,HP,13.3,4,1.49,38681.28,1920x1080,Intel Core i5,1.6,Intel,Windows,0,128GB SSD,0,128
483,Chuwi,15.6,4,1.89,13261.392000000002,1920x1080,Intel other Processor,1.44,Intel,Windows,0,64GB Flash Storage,0,0
484,Lenovo,15.6,4,2.3,30103.2,1366x768,Intel Core i3,2.0,Intel,Windows,0,128GB SSD,0,128
485,Lenovo,14.0,8,1.75,55890.72,1920x1080,Intel Core i5,1.6,Intel,Windows,0,256GB SSD,0,256
486,Dell,15.6,16,2.17,124568.64,1920x1080,Intel Core i7,2.7,Nividia,Windows,0,512GB SSD,0,512
487,Dell,15.6,16,2.06,101178.72,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,512GB SSD,0,512
488,Lenovo,12.5,16,1.36,95797.44,1920x1080,Intel Core i7,2.7,Intel,Windows,0,512GB SSD,0,512
489,Asus,12.5,16,0.91,103896.0,1920x1080,Intel Core i7,2.7,Intel,Windows,0,512GB SSD,0,512
490,Lenovo,15.6,8,2.3,53918.82719999999,1920x1080,Intel Core i5,2.5,Nividia,Windows,0,256GB SSD,0,256
491,Toshiba,13.3,32,1.05,149130.72,1920x1080,Intel Core i7,2.7,Intel,Windows,1,512GB SSD,0,512
492,Asus,15.6,8,1.99,71928.0,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
493,Acer,15.6,8,2.2,30849.12,1366x768,AMD Processor,2.5,AMD,Windows,0,1000 HDD,1000,0
494,Asus,17.3,24,4.33,67612.31999999999,1920x1080,Intel Core i7,2.6,Nividia,Windows,1,256GB SSD +  1000 HDD,1000,256
495,Lenovo,12.5,8,1.3,58554.72,1366x768,Intel Core i5,2.3,Intel,Windows,0,180GB SSD,0,180
496,Lenovo,15.6,8,2.17,47893.39199999999,1920x1080,Intel Core i7,1.8,Intel,Windows,0,256GB SSD,0,256
497,HP,14.0,8,1.48,93186.72,1920x1080,Intel Core i7,2.8,Intel,Windows,0,1000 SSD,0,1000
498,Lenovo,13.3,8,1.4,50562.72,1920x1080,Intel Core i3,2.4,Intel,Windows,0,256GB SSD,0,256
499,Lenovo,15.6,8,2.3,48538.08,1920x1080,Intel Core i5,2.5,Intel,Windows,0,256GB SSD,0,256
500,Asus,11.6,4,1.2,18115.2,1366x768,Intel other Processor,1.1,Intel,Windows,0,64GB Flash Storage,0,0
501,HP,15.6,8,1.91,32979.7872,1366x768,Intel Core i5,2.5,AMD,Windows,0,256GB SSD,0,256
502,Lenovo,13.9,8,1.4,85194.72,1920x1080,Intel Core i5,1.6,Intel,Windows,1,256GB SSD,0,256
503,Lenovo,14.0,4,2.1,15930.72,1366x768,Intel other Processor,1.1,Intel,Windows,0,500GB HDD,500,0
504,Lenovo,11.6,4,1.25,14119.2,1366x768,Intel other Processor,1.6,Intel,Other,0,16GB SSD,0,16
505,Lenovo,13.3,8,1.44,50562.72,1920x1080,Intel Core i5,2.5,Intel,Windows,0,256GB SSD,0,256
506,Asus,15.6,8,2.0,65214.72,1920x1080,Intel Core i7,2.7,Intel,Windows,0,256GB SSD +  1000 HDD,1000,256
507,Acer,15.6,4,2.2,32660.64,1920x1080,Intel Core i5,1.6,Nividia,Windows,0,1000 HDD,1000,0
508,HP,13.3,8,1.34,70489.44,1920x1080,Intel Core i7,2.7,Intel,Windows,0,512GB SSD,0,512
509,Lenovo,15.6,8,2.4,61218.72,1920x1080,Intel Core i7,2.8,Nividia,Other,0,256GB SSD +  1000 HDD,1000,256
510,Dell,13.3,8,1.29,47898.72,1920x1080,Intel Core i5,2.5,Intel,Windows,1,128GB SSD,0,128
511,Acer,15.6,4,2.2,34045.92,1920x1080,Intel Core i7,2.7,Nividia,Windows,0,500GB HDD,500,0
512,Dell,15.6,8,2.18,44542.08,1920x1080,Intel Core i5,2.5,Intel,Windows,0,1000 HDD,1000,0
513,Dell,15.6,16,2.2,64961.10719999999,1920x1080,Intel Core i7,1.8,AMD,Windows,0,256GB SSD +  2000 HDD,2000,256
514,Xiaomi,15.6,16,1.95,74589.336,1920x1080,Intel Core i7,1.8,Nividia,Other,0,256GB SSD,0,256
515,Asus,11.6,2,1.1,13053.6,1366x768,Intel other Processor,1.1,Intel,Windows,0,32GB Flash Storage,0,0
516,HP,15.6,4,2.04,27783.9216,1366x768,Intel Core i5,1.6,Intel,Windows,1,1000 HDD,1000,0
517,Asus,15.6,24,2.24,158135.04,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,512GB SSD,0,512
518,HP,15.6,8,2.04,47365.92,1920x1080,Intel Core i5,2.5,Nividia,Windows,0,256GB SSD,0,256
519,Asus,17.3,16,3.0,80133.12,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,256GB SSD +  1000 HDD,1000,256
520,Lenovo,15.6,8,3.2,74538.72,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,256GB SSD +  1000 HDD,1000,256
521,HP,13.3,8,1.32,74538.72,1920x1080,Intel Core i7,2.7,Intel,Windows,0,256GB SSD,0,256
522,Dell,14.0,8,1.64,68184.0144,1920x1080,Intel Core i5,2.6,Intel,Windows,0,256GB SSD,0,256
523,HP,15.6,4,1.63,36709.92,1366x768,Intel Core i3,2.0,Intel,Windows,0,128GB SSD,0,128
524,Dell,17.3,8,2.8,47365.92,1920x1080,Intel Core i5,1.6,AMD,Linux,0,128GB SSD +  1000 HDD,1000,128
525,Lenovo,14.0,8,2.02,71395.2,1920x1080,Intel Core i5,2.3,Intel,Windows,0,256GB SSD,0,256
526,Lenovo,15.6,4,2.2,42570.72,1920x1080,Intel Core i7,2.7,Nividia,Windows,0,1000 HDD,1000,0
527,Lenovo,15.6,8,2.2,24455.52,1366x768,Intel Core i3,2.0,Nividia,Other,0,2000 HDD,2000,0
528,Dell,15.6,4,2.3,31168.8,1920x1080,Intel Core i5,2.5,AMD,Windows,0,500GB HDD,500,0
529,Dell,15.6,8,1.9,73366.56,1920x1080,Intel Core i5,2.8,Intel,Windows,0,256GB SSD,0,256
530,Dell,17.3,16,4.42,160520.3856,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
531,Toshiba,15.6,8,2.0,45820.8,1920x1080,Intel Core i5,2.5,Intel,Windows,0,500GB HDD,500,0
532,Asus,15.6,8,2.0,69210.72,3840x2160,Intel Core i7,2.7,Nividia,Windows,0,256GB SSD +  1000 HDD,1000,256
533,Mediacom,13.3,4,1.2,19660.32,1920x1080,Intel other Processor,1.1,Intel,Windows,0,32GB SSD,0,32
534,Asus,15.6,8,2.3,87858.72,1920x1080,Intel Core i5,2.5,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
535,Dell,15.6,8,1.93,72940.31999999999,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,256GB SSD,0,256
536,Dell,15.6,8,2.2,42486.0048,1920x1080,Intel Core i5,1.6,AMD,Windows,0,256GB SSD,0,256
537,HP,15.6,4,1.86,21258.1872,1920x1080,Intel other Processor,1.6,Intel,Windows,0,256GB SSD,0,256
538,HP,17.3,12,2.62,95850.72,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,1000 HDD,1000,0
539,Lenovo,14.0,8,1.87,45767.52,1920x1080,Intel Core i7,2.7,Nividia,Windows,0,256GB SSD,0,256
540,Dell,13.3,8,1.2,74538.72,3200x1800,Intel Core i7,1.8,Intel,Windows,1,256GB SSD,0,256
541,Dell,14.0,4,1.6,39207.1536,1920x1080,Intel Core i3,2.0,Intel,Windows,0,128GB SSD,0,128
542,HP,13.3,8,1.34,61005.6,3200x1800,Intel Core i7,2.7,Intel,Windows,0,256GB SSD,0,256
543,Acer,15.6,8,2.4,42517.44,1920x1080,Intel Core i5,2.5,Nividia,Linux,0,1000 HDD,1000,0
544,Asus,15.6,4,2.0,18594.72,1366x768,AMD Processor,1.8,AMD,Windows,0,500GB HDD,500,0
545,HP,15.6,4,2.1,37589.04,1920x1080,Intel Core i3,2.4,Intel,Windows,0,128GB SSD,0,128
546,Lenovo,14.0,4,1.87,41824.8,1920x1080,Intel Core i5,2.5,Intel,Windows,0,500GB HDD,500,0
547,Lenovo,15.6,4,2.15,24634.007999999998,1920x1080,Intel Core i5,2.3,Intel,Other,0,1000 HDD,1000,0
548,HP,15.6,4,1.86,21152.16,1920x1080,Intel Core i3,2.0,Intel,Windows,0,500GB HDD,500,0
549,Lenovo,15.6,8,1.99,92121.12,1920x1080,Intel Core i7,2.7,Intel,Windows,0,512GB SSD,0,512
550,Lenovo,15.6,4,2.2,26586.72,1920x1080,Intel Core i3,2.0,Intel,Windows,0,128GB SSD,0,128
551,Dell,15.6,8,1.9,59513.2272,1920x1080,Intel Core i5,2.5,Intel,Windows,0,256GB SSD,0,256
552,Dell,17.3,16,4.42,143802.72,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,256GB SSD +  1000 HDD,1000,256
553,HP,17.3,8,2.65,28992.312,1600x900,Intel Core i3,2.0,Intel,Windows,0,1000 HDD,1000,0
554,HP,17.3,8,2.63,68198.4,1920x1080,Intel Core i7,2.7,Nividia,Windows,0,1000 HDD,1000,0
555,Asus,15.6,4,2.0,11934.72,1366x768,Intel other Processor,1.1,Intel,Linux,0,500GB HDD,500,0
556,Mediacom,13.3,4,1.35,13586.4,1920x1080,Intel other Processor,1.44,Intel,Windows,0,32GB Flash Storage,0,0
557,Lenovo,17.3,6,2.8,50562.72,1600x900,Intel Core i7,2.7,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
558,HP,15.6,6,1.91,30310.992000000002,1920x1080,AMD Processor,2.5,AMD,Windows,0,128GB SSD,0,128
559,Dell,15.6,4,2.18,32921.712,1366x768,Intel Core i3,2.0,AMD,Windows,0,1000 HDD,1000,0
560,Acer,11.6,4,1.25,18594.72,1920x1080,Intel other Processor,2.0,Intel,Windows,1,32GB Flash Storage,0,0
561,Lenovo,15.6,4,2.05,33566.4,1920x1080,Intel Core i3,2.7,Intel,Windows,0,128GB SSD,0,128
562,HP,13.3,16,1.16,104695.2,3200x1800,Intel other Processor,1.2,Intel,Windows,1,512GB SSD,0,512
563,Lenovo,17.3,8,3.4,159786.72,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,256GB SSD,0,256
564,Asus,15.6,8,2.5,44701.92,1920x1080,Intel Core i5,2.5,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
565,Dell,13.3,8,1.21,85194.72,3840x2160,Intel Core i5,1.6,Intel,Windows,1,128GB SSD,0,128
566,Dell,15.6,4,1.93,51095.52,1366x768,Intel Core i5,2.6,Intel,Windows,0,500GB HDD,500,0
567,Fujitsu,15.6,8,2.2,39373.92,1366x768,Intel Core i5,2.5,Intel,Windows,0,1000 HDD,1000,0
568,Lenovo,15.6,4,2.2,18328.32,1920x1080,Intel other Processor,1.1,Intel,Windows,0,500GB HDD,500,0
569,Lenovo,14.0,4,2.02,52747.2,1366x768,Intel Core i5,2.5,Intel,Windows,0,500GB HDD,500,0
570,HP,17.3,8,3.14,99153.5472,1600x900,Intel Core i5,2.8,Nividia,Windows,0,500GB HDD,500,0
571,HP,14.0,8,1.94,20725.92,1366x768,Intel other Processor,1.6,Intel,Windows,0,2000 HDD,2000,0
572,HP,15.6,6,1.95,34578.72,1920x1080,AMD Processor,3.0,AMD,Windows,0,256GB SSD,0,256
573,Lenovo,15.6,8,2.3,44222.4,1920x1080,Intel Core i5,2.5,Intel,Windows,0,256GB SSD,0,256
574,Lenovo,15.6,4,2.05,36496.8,1920x1080,Intel Core i5,1.6,Intel,Windows,0,500GB HDD,500,0
575,Mediacom,14.0,4,1.4,13266.72,1920x1080,Intel other Processor,1.44,Intel,Windows,0,32GB SSD,0,32
576,Toshiba,14.0,16,1.24,99367.2,1920x1080,Intel Core i7,2.7,Intel,Windows,1,512GB SSD,0,512
577,Lenovo,17.3,32,4.6,141884.63999999998,1920x1080,Intel Core i7,2.7,Nividia,Windows,0,256GB SSD +  1000 HDD,1000,256
578,MSI,17.3,16,4.14,145401.12,1920x1080,Intel Core i7,2.9,Nividia,Windows,0,512GB SSD +  1000 HDD,1000,512
579,Dell,15.6,8,2.2,39907.2528,1920x1080,Intel Core i7,2.7,AMD,Linux,0,256GB SSD,0,256
580,Mediacom,14.0,4,1.45,20725.92,1920x1080,Intel other Processor,1.1,Intel,Windows,0,32GB SSD,0,32
581,Dell,15.6,8,1.9,53733.94559999999,1366x768,Intel Core i5,2.6,Intel,Windows,0,500GB HDD,500,0
582,HP,13.3,4,1.49,38308.32,1920x1080,Intel Core i3,2.4,Intel,Windows,0,128GB SSD,0,128
583,Dell,15.6,16,1.93,81912.13919999999,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,256GB SSD,0,256
584,Dell,11.6,4,1.26,15717.6,1366x768,Intel other Processor,1.6,Intel,Other,0,16GB Flash Storage,0,0
585,MSI,17.3,16,4.5,125154.72,1920x1080,Intel Core i7,2.7,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
586,HP,17.3,16,3.78,79813.44,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,256GB SSD +  1000 HDD,1000,256
587,Lenovo,14.0,12,1.4,89137.44,1920x1080,Intel Core i7,2.6,Intel,Windows,0,256GB SSD,0,256
588,Lenovo,15.6,12,2.2,32447.52,1366x768,Intel Core i7,1.8,Intel,Windows,1,1000 HDD,1000,0
589,Asus,17.3,8,2.73,94305.6,1920x1080,Intel Core i5,2.5,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
590,Asus,15.6,8,2.2,39373.92,1366x768,Intel Core i5,2.5,Intel,Windows,1,1000 HDD,1000,0
591,Lenovo,15.6,12,2.2,50562.72,1920x1080,AMD Processor,3.6,AMD,Windows,0,512GB SSD,0,512
592,Dell,11.6,4,1.39,32127.84,1366x768,Intel other Processor,1.0,Intel,Windows,1,128GB SSD,0,128
593,Samsung,15.6,16,2.5,90522.72,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
594,Lenovo,17.3,4,2.8,28185.12,1920x1080,Intel Core i3,2.0,Intel,Other,0,500GB HDD,500,0
595,Lenovo,15.6,8,2.29,24455.52,1366x768,Intel Core i3,2.3,Intel,Windows,0,1000 HDD,1000,0
596,Lenovo,13.3,8,1.37,107892.0,1920x1080,Intel Core i7,2.7,Intel,Windows,1,512GB SSD,0,512
597,Lenovo,14.0,8,1.7,78534.72,1920x1080,Intel Core i5,2.5,Intel,Windows,0,256GB SSD,0,256
598,Dell,12.5,8,1.34,88977.59999999998,1920x1080,Intel Core i5,2.5,Intel,Windows,1,256GB SSD,0,256
599,Dell,15.6,8,2.06,93932.64,1920x1080,Intel Core i7,2.8,Nividia,Windows,1,256GB SSD,0,256
600,HP,15.6,8,1.84,64948.32,1920x1080,Intel Core i7,2.7,Intel,Windows,0,256GB SSD,0,256
601,HP,15.6,4,2.1,35616.6144,1366x768,Intel Core i3,2.4,Intel,Windows,0,500GB HDD,500,0
602,Acer,14.0,4,1.6,17529.12,1920x1080,Intel other Processor,1.1,Intel,Windows,0,32GB Flash Storage,0,0
603,MSI,17.3,16,4.14,117162.72,1920x1080,Intel Core i7,2.7,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
604,Dell,15.6,4,2.18,24775.2,1366x768,Intel Core i3,2.0,AMD,Linux,0,1000 HDD,1000,0
605,MSI,15.6,16,1.8,122490.72,3840x2160,Intel Core i7,2.8,Nividia,Windows,0,256GB SSD +  2000 HDD,2000,256
606,Toshiba,15.6,8,2.2,74538.72,1920x1080,Intel Core i7,2.5,Intel,Windows,0,256GB SSD,0,256
607,Lenovo,15.6,6,2.4,30049.92,1920x1080,Intel Core i5,2.5,Intel,Windows,0,1000 HDD,1000,0
608,Lenovo,15.6,8,2.0,69210.72,1920x1080,Intel Core i7,2.8,Intel,Windows,1,256GB SSD,0,256
609,Acer,14.0,4,1.6,18594.72,1366x768,Intel other Processor,1.6,Intel,Windows,0,128GB Flash Storage,0,0
610,Lenovo,15.6,32,2.5,261018.72,3840x2160,Intel other Processor,3.1,Nividia,Windows,0,1000 SSD,0,1000
611,Dell,15.6,16,2.59,46833.6528,1920x1080,Intel Core i7,2.6,Nividia,Windows,0,1000 HDD,1000,0
612,Dell,15.6,4,2.18,23650.992000000002,1366x768,Intel Core i3,2.0,Intel,Linux,0,1000 HDD,1000,0
613,Dell,15.6,4,2.25,19127.52,1366x768,Intel Core i3,2.0,Intel,Linux,0,1000 HDD,1000,0
614,Dell,15.6,4,1.93,46300.32,1366x768,Intel Core i5,2.6,Intel,Linux,0,500GB HDD,500,0
615,Asus,17.3,8,3.0,62231.04,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
616,Dell,15.6,4,2.18,30316.32,1920x1080,Intel Core i5,2.5,AMD,Linux,0,128GB SSD,0,128
617,HP,15.6,8,1.84,74005.92,1920x1080,Intel Core i7,2.7,Intel,Windows,0,512GB SSD,0,512
618,MSI,15.6,16,2.94,120831.5808,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,256GB SSD +  1000 HDD,1000,256
619,Acer,11.6,4,1.25,20193.12,1366x768,Intel other Processor,1.6,Intel,Other,1,32GB Flash Storage,0,0
620,HP,14.0,8,2.31,59886.72,1366x768,Intel Core i5,2.6,Intel,Windows,0,256GB SSD,0,256
621,Lenovo,14.0,8,1.65,78055.2,1920x1080,Intel Core i5,2.3,Intel,Windows,0,256GB SSD,0,256
622,Dell,15.6,4,2.2,41345.28,1920x1080,Intel Core i5,1.6,AMD,Windows,0,1000 HDD,1000,0
623,Fujitsu,15.6,8,2.2,42570.72,1366x768,Intel Core i5,2.5,Intel,Windows,0,256GB SSD,0,256
624,HP,15.6,4,1.88,49656.96,1366x768,Intel Core i5,2.3,Intel,Windows,0,500GB HDD,500,0
625,Lenovo,15.6,8,2.2,47898.72,1920x1080,Intel Core i7,2.7,Nividia,Windows,0,1000 HDD,1000,0
626,Mediacom,14.0,2,1.4,12733.92,1920x1080,Intel other Processor,1.44,Intel,Windows,0,32GB Flash Storage,0,0
627,Lenovo,15.6,4,2.2,24935.04,1920x1080,Intel Core i5,2.5,Intel,Other,0,128GB SSD,0,128
628,Asus,13.3,6,1.5,34046.4528,1920x1080,Intel Core i5,2.5,Intel,Windows,1,1000 HDD,1000,0
629,Dell,15.6,8,2.0,96969.6,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,256GB SSD,0,256
630,Asus,14.0,16,1.1,101232.0,1920x1080,Intel Core i7,2.7,Intel,Windows,0,512GB SSD,0,512
631,Dell,15.6,16,2.62,78801.12,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,256GB SSD +  1000 HDD,1000,256
632,Lenovo,15.6,4,1.8,44169.12,1920x1080,Intel Core i5,1.6,Intel,Windows,0,256GB SSD,0,256
633,Lenovo,15.6,4,2.2,30849.12,1920x1080,Intel Core i3,2.0,Nividia,Windows,0,1000 HDD,1000,0
634,Asus,15.6,8,2.0,21258.72,1366x768,Intel other Processor,1.1,Intel,Windows,0,1000 HDD,1000,0
635,Asus,15.6,8,1.99,48304.7136,1920x1080,Intel Core i5,2.5,Nividia,Windows,0,1000 HDD,1000,0
636,Dell,13.3,8,1.23,99580.32,3200x1800,Intel Core i5,1.6,Intel,Windows,1,256GB SSD,0,256
637,Lenovo,14.0,2,1.42,13266.72,1366x768,Intel other Processor,1.6,Intel,Windows,0,32GB Flash Storage,0,0
638,Lenovo,13.3,8,1.37,93635.3376,1920x1080,Intel Core i7,2.7,Intel,Windows,1,256GB SSD,0,256
639,Dell,15.6,16,2.06,127818.72,3840x2160,Intel Core i7,2.8,Nividia,Windows,1,1000 SSD,0,1000
640,Lenovo,15.6,8,2.5,59087.52,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
641,HP,17.0,8,2.6,27753.552000000003,1600x900,AMD Processor,3.0,AMD,Windows,0,1000 HDD,1000,0
642,Lenovo,14.0,16,1.14,130536.0,1920x1080,Intel Core i7,2.7,Intel,Windows,0,512GB SSD,0,512
643,Asus,15.6,8,2.5,62284.32,1920x1080,Intel Core i7,2.8,Nividia,Other,0,1000 HDD,1000,0
644,Acer,15.6,4,2.4,23976.0,1366x768,Intel Core i3,2.0,Intel,Windows,0,500GB HDD,500,0
645,Lenovo,14.0,4,1.43,14598.72,1366x768,Intel other Processor,1.6,Intel,Windows,0,32GB Flash Storage,0,0
646,Acer,14.0,8,1.8,48964.32,1920x1080,Intel Core i5,2.5,Intel,Windows,0,256GB SSD,0,256
647,Razer,14.0,16,1.95,138474.72,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,256GB SSD,0,256
648,Toshiba,13.3,8,1.2,64628.64,1920x1080,Intel Core i5,2.3,Intel,Windows,0,256GB SSD,0,256
649,Lenovo,12.5,8,1.36,84395.52,1920x1080,Intel Core i7,2.7,Intel,Windows,0,256GB SSD,0,256
650,Asus,17.3,32,3.8,149130.72,1920x1080,Intel Core i7,2.7,Nividia,Windows,0,512GB SSD,0,512
651,Acer,15.6,8,2.4,37775.52,1920x1080,Intel Core i5,2.5,Nividia,Linux,0,1000 HDD,1000,0
652,Dell,13.3,8,1.2,77250.672,1920x1080,Intel Core i5,1.6,Intel,Windows,0,256GB SSD,0,256
653,MSI,15.6,8,2.2,63499.10399999999,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
654,HP,15.6,4,1.86,19441.872,1366x768,Intel Core i3,2.0,Intel,Other,0,500GB HDD,500,0
655,Toshiba,15.6,8,2.0,56689.92,1920x1080,Intel Core i5,2.5,Intel,Windows,0,500GB HDD,500,0
656,Dell,15.6,8,2.2,48964.32,1920x1080,Intel Core i7,1.8,AMD,Windows,0,256GB SSD,0,256
657,Dell,15.6,16,2.2,60472.8,1920x1080,Intel Core i7,1.8,AMD,Windows,0,256GB SSD +  2000 HDD,2000,256
658,Lenovo,15.6,8,3.31,63722.88,1920x1080,Intel Core i7,2.6,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
659,Dell,17.3,32,4.42,167691.8736,3840x2160,Intel Core i7,2.8,Nividia,Windows,0,512GB SSD +  1000 HDD,1000,512
660,Dell,14.0,8,1.56,65481.12,1920x1080,Intel Core i5,2.4,Intel,Windows,0,256GB SSD,0,256
661,Lenovo,15.6,4,2.2,22324.32,1366x768,Intel other Processor,1.1,Intel,Windows,0,500GB HDD,500,0
662,Lenovo,15.6,4,2.2,28504.8,1920x1080,Intel Core i5,2.3,Intel,Windows,0,500GB HDD,500,0
663,HP,15.6,6,2.04,28717.92,1920x1080,Intel Core i3,2.0,AMD,Windows,0,1000 HDD,1000,0
664,MSI,17.3,8,2.7,79215.1056,1920x1080,Intel Core i7,2.8,Nividia,Windows,0,128GB SSD +  1000 HDD,1000,128
